RESIDENCE,BIRTHPLACE,NATIONALITY,EG_FGN_RESIDENT,ID_TYPE,CUSTOMER_SEGMENT,INDUSTRY,JOB_TITLE,INCOME_SOURCE,SEX,TITLE,AGE,CONTACT_DATE,ACCOUNT_SINCE,DATE_TIME_LOANS,LOAN_START_DATE,LOAN_END_DATE,CUSTOMER_TYPE,KYC_DATE,KYC_REMAINING_DAYS,KYC_YEARS_INT,KYC_RISK_RATE,KYC_RISK_CATEG,CUSTOMER_STATUS,CURRENCY,INTEREST_BASIS,LOAN_MONTHS,LOAN_AMOUNT,TOTAL_LOAN_AMOUNT,TOT_INTEREST_AMT,MONTHLY_PAYMENT,CONTRACT_TYPE,ISL&SME_REPAY_TYPE,HAS_CHRG,CHRG_CODE,INTEREST_RATE,LOAN_TYPE,LOAN_SUB_TYPE,POSTING_RESTRICT,TOTAL_MONTHLY_INCOME,JOINT_SEPARAT,MARITAL_STATUS,DTI,MONTHLY_PAYMENT_BURDEN,ANNUALIZED_PAYMENT_BURDEN,CUMULATIVE_INTEREST_PCT,EFFECTIVE_INTEREST_RATE,INTEREST_TO_INCOME_RATIO,INTEREST_COVERAGE,PAYMENT_TO_LOAN_RATIO,PRINCIPAL_SHARE_PER_MONTH,LOAN_TO_INCOME_EXPOSURE,TOTAL_COST_TO_INCOME_EXPOSURE,INTEREST_SHARE_TOTAL,PRINCIPAL_SHARE_TOTAL,PRINCIPAL_TO_INTEREST_RATIO,OVERDUE_STATUS
Cairo,Cairo,EG,EG,National ID,Privilege,Governmental & Military Employees,Employee,Salary,M,MR,53.17,2010-11-11,2008-03-12,2023-11-22,2023-06-25,2032-06-21,Normal,2022-03-02,187,4,MEDIUM,Low Risk Customer,Loss,EGP,B,108,225000.0,550901.6135444766,325901.61354447657,5100.940866152561,AMORT,Demand,0,NO CHARGE,24.0,Personal Loan,Secured Personal loan VAR-CD,Post No Debits,,JOINT,,,,,1.4484516157532292,0.16093906841702546,,1.6903924087792026,0.022670848294011385,0.40842138499533515,,,0.5915786150046649,0.40842138499533515,0.6903924087792027,PDO
Dakahlia,Dakahlia,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,54.48,2011-01-13,2009-07-07,2023-11-23,2022-10-31,2026-10-30,Normal,2021-03-18,203,5,LOW,Low Risk Customer,Low Risk,EGP,B,48,200000.0,269614.6453925016,69614.64539250161,5616.9717790104505,AMORT,Demand,0,NO CHARGE,15.5,Personal Loan,Secured Personal Loans,ID Update Needed,,,,,,,0.34807322696250803,0.08701830674062701,,3.8729586837993515,0.028084858895052252,0.7417994660818314,,,0.2582005339181686,0.7417994660818314,2.8729586837993515,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,46.63,2010-11-11,2021-01-31,2023-11-23,2023-06-25,2026-06-25,Normal,2021-01-31,157,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,36,350000.0,474705.8484360149,124705.84843601484,13186.273567667078,AMORT,Demand,1,Statement Charge for LD,21.0,Personal Loan,Secured Personal Loans,NO RESTRICTION,30507.0,,,15.56055490333415,0.4322376362037263,5.186851634444715,0.35630242410289953,0.11876747470096652,1.3625927211898345,3.806604536912165,0.03767506733619165,0.7372986896056247,0.31868824277124014,0.43223763620372635,0.26270131039437533,0.7372986896056245,2.8066045369121646,CUR
Damietta,Damietta,EG,EG,National ID,Privilege,Professionals,Self Employed,Private business,M,MR,69.38,2023-07-24,2023-07-24,2023-11-23,2023-08-06,2026-08-01,Normal,2023-07-24,696,4,MEDIUM,Low Risk Customer,Low Risk,EGP,B,36,1350000.0,1856056.024456123,506056.0244561229,51557.11179044786,AMORT,Demand,0,NO CHARGE,22.0,Personal Loan,Secured Personal Loans,NO RESTRICTION,,SEPARATE,MARRIED,,,,0.3748563144119429,0.12495210480398096,,3.6676888224992377,0.038190453178109526,0.7273487342040703,,,0.2726512657959297,0.7273487342040703,2.6676888224992377,CUR
Cairo,Cairo,EG,EG,National ID,Privilege,Professionals,Freelancer,Private business,M,MR,54.43,2011-01-13,2009-04-13,2023-11-23,2023-09-27,2026-09-25,Normal,2023-09-24,758,4,MEDIUM,Low Risk Customer,Non-Borrower,USD,B,36,35000.0,40185.05016007401,5185.05016007401,1116.2513933353891,AMORT,Demand,1,Statement Charge for LD,9.2,Personal Loan,Secured Personal Loans,Dormant Accounts Debit Restriction,,,,,,,0.14814429028782886,0.04938143009594295,,7.750175778338163,0.03189289695243969,0.8709706684595449,,,0.12902933154045515,0.8709706684595449,6.750175778338163,PDO
Suez,Suez,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,42.97,2017-08-30,2017-08-30,2024-07-01,2023-11-28,2031-12-01,Normal,2017-08-30,-1093,5,LOW,Low Risk Customer,Marginally,EGP,B,96,150000.0,301726.0851650951,151726.0851650951,3142.980053803074,AMORT,Demand,1,Stamp Duty,20.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,JOINT,,,,,1.0115072344339673,0.1264384043042459,,1.988623675597924,0.02095320035868716,0.4971396487576627,,,0.5028603512423373,0.4971396487576627,0.9886236755979242,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,34.84,2022-06-27,2022-06-28,2024-07-01,2022-06-29,2032-07-01,Normal,2022-06-28,670,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,120,132000.0,255554.5720057161,123554.57200571617,2129.621433380968,AMORT,Demand,1,Admin Charge on LD Retail,15.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,,,,,,,0.9360194848917891,0.09360194848917891,,2.0683538282492133,0.016133495707431576,0.516523727061504,,,0.48347627293849615,0.5165237270615041,1.0683538282492138,CUR
Giza,Giza,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,MRS,45.42,2021-01-24,2021-01-24,2022-12-01,2021-08-31,2040-01-01,Normal,2021-01-24,150,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,221,124030.0,221012.9607818004,96982.96078180042,1000.0586460714952,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,20.540237990873642,0.09294225335236944,1.1153070402284333,0.7819314744964961,0.04245781761971924,0.4894092118377117,2.2788844452692265,0.008063038346137993,0.5611888079380609,0.052158152365893454,0.09294225335236941,0.4388111920619391,0.561188807938061,1.2788844452692267,CUR
Gharbia,Gharbia,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,34.61,2022-09-26,2022-09-27,2024-07-01,2023-08-28,2033-09-01,Normal,2022-09-27,761,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,120,132000.0,298281.93899497937,166281.93899497937,2485.6828249581613,AMORT,Demand,1,Stamp Duty,19.25,Personal Loan,Per Loan sal-Salary-tr-Group deals,ID Update Needed,,,,,,,1.259711659052874,0.1259711659052874,,1.793832455874751,0.01883093049210728,0.4425343366237867,,,0.5574656633762133,0.44253433662378666,0.793832455874751,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",House Wife,Other,F,MRS,67.05,2011-01-27,2007-03-26,2023-11-10,2020-06-25,2025-06-29,Normal,2020-06-15,-73,5,LOW,Low Risk Customer,Low Risk,EGP,A,60,25000.0,34902.37627408145,9902.376274081447,581.7062712346908,AMORT,Quarterly,0,NO CHARGE,14.000000000000002,Personal Loan,Secured Personal Loans,KYC Update Needed,,,,,,,0.39609505096325787,0.07921901019265158,,3.5246465401880545,0.02326825084938763,0.7162836078460662,,,0.2837163921539338,0.7162836078460662,2.524646540188054,PDO
Minya,Minya,EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,41.14,2020-01-05,2020-01-05,2023-11-10,2022-04-11,2027-04-07,Normal,2020-01-05,-600,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,60,445000.0,631692.7276484532,186692.7276484532,10528.21212747422,AMORT,Demand,0,NO CHARGE,14.75,Personal Loan,Secured Personal Loans,KYC Update Needed,,,,,,,0.4195342194347263,0.08390684388694526,,3.383595791893648,0.02365890365724544,0.7044564240221068,,,0.29554357597789316,0.7044564240221068,2.383595791893648,PDO
Minya,Minya,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,45.7,2023-06-04,2023-06-04,2023-11-10,2023-07-11,2026-06-15,Normal,2023-06-04,1012,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,36,10000.0,14313.537324452023,4313.537324452023,397.5982590125562,AMORT,Demand,0,NO CHARGE,25.0,Personal Loan,Secured Personal Loans,ID Update Needed,,,MARRIED,,,,0.4313537324452023,0.14378457748173412,,3.3182829422416935,0.03975982590125562,0.6986393211772226,,,0.30136067882277745,0.6986393211772226,2.3182829422416935,CUR
Sharqia,Sharqia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,44.56,2014-08-05,2014-08-05,2022-09-01,2018-06-14,2025-12-01,Normal,2023-10-31,1161,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,37000.0,69955.61499898194,32955.61499898194,832.8049404640707,AMORT,Monthly,1,Stamp Duty,20.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,JOINT,,,,,0.8906922972697822,0.127241756752826,,2.122722182582331,0.022508241634164074,0.5289067932651076,,,0.4710932067348924,0.5289067932651076,1.1227221825823308,CUR
Gharbia,Gharbia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Engineer,Salary,F,MS,40.55,2011-07-03,2011-07-03,2021-08-01,2018-06-11,2025-12-01,Normal,2021-06-14,291,5,LOW,Low Risk Customer,Marginally,EGP,A,84,70000.0,130572.45182999488,60572.45182999487,1554.4339503570818,AMORT,Monthly,1,Stamp Duty,20.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,ID Update Needed,,,SINGLE,,,,0.8653207404284982,0.12361724863264259,,2.1556408546324803,0.022206199290815454,0.5361008315225626,,,0.46389916847743734,0.5361008315225625,1.1556408546324801,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Others,Other,F,MRS,34.56,2019-07-28,2019-07-28,2022-09-01,2019-08-20,2039-09-01,Normal,2019-07-28,-395,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,124236.0,231168.0925573112,106932.09255731116,963.2003856554632,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,21.484023471869072,0.08951676446612111,1.0742011735934534,0.8607174454852954,0.04303587227426477,0.4968963408796987,2.1618214609745405,0.0077529893561887305,0.5374271104010577,0.04810873605947955,0.08951676446612113,0.46257288959894216,0.5374271104010576,1.16182146097454,CUR
Alexandria,Alexandria,EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,M,MR,56.04,2020-02-05,2020-02-05,2022-12-01,2021-09-26,2029-03-01,Normal,2020-02-05,-203,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,89,222000.0,352530.2055354972,130530.20553549717,3961.0135453426647,AMORT,Monthly,1,Admin Charge on LD Retail,13.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,JOINT,,,,,0.5879738988085458,0.0792773796146354,,2.7007557682855867,0.01784240335739939,0.6297332725369721,,,0.3702667274630279,0.6297332725369719,1.7007557682855865,CUR
Cairo,Assiut,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,36.79,2020-03-19,2020-03-19,2022-08-01,2020-04-01,2040-04-01,Normal,2020-03-19,-161,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,130014.0,241919.3179573252,111905.3179573252,1007.9971581555216,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,22.483207988598995,0.09368003328582915,1.1241603994299498,0.8607174454852954,0.04303587227426477,0.520006124337013,2.16182146097454,0.0077529893561887305,0.5374271104010578,0.05034618959107807,0.09368003328582915,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Qalyubia,Qalyubia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,50.42,2020-12-24,2020-12-24,2022-09-15,2021-04-18,2028-04-15,Normal,2020-12-24,119,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,30000.0,50772.68039440308,20772.68039440308,604.4366713619414,AMORT,Monthly,1,Admin Charge on LD Retail,16.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.692422679813436,0.09891752568763372,,2.4442045720822385,0.02014788904539805,0.5908689430410109,,,0.40913105695898916,0.5908689430410108,1.4442045720822383,CUR
Ismailia,Ismailia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,38.36,2018-02-18,2018-02-18,2019-03-01,2018-03-28,2025-04-01,Normal,2021-05-09,255,5,LOW,Low Risk Customer,Marginally,EGP,A,84,40000.0,78193.25540228619,38193.25540228619,930.8720881224546,AMORT,Monthly,1,Stamp Duty,21.75,Personal Loan,Per Loan sal-Salary-tr-Group deals,ID Update Needed,,,,,,,0.9548313850571547,0.13640448357959353,,2.047305331234102,0.023271802203061364,0.5115530718629026,,,0.48844692813709745,0.5115530718629026,1.0473053312341023,CUR
Giza,Giza,EG,EG,National ID,Mass,Professionals,Freelancer,Private business,M,MR,43.78,2020-07-13,2020-07-13,2022-08-01,2020-07-29,2040-07-01,Normal,2020-07-13,-45,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,115159.0,182399.62313388288,67240.62313388288,759.998429724512,AMORT,Monthly,1,Stamp Duty,5.0,Mortgage Loan,Mort Loan-CBE low incom 5%,ID Update Needed,10760.0,,,16.951637837721456,0.07063182432383941,0.8475818918860729,0.5838937741199809,0.029194688705999044,0.312456427202058,2.7126402854819887,0.006599557392166587,0.6313554711430095,0.044593788723667906,0.07063182432383941,0.3686445288569905,0.6313554711430095,1.7126402854819889,CUR
Giza,Cairo,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,41.84,2020-02-03,2020-02-03,2022-08-01,2020-02-20,2040-02-01,Normal,2021-12-23,483,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,75573.0,140619.99950766022,65046.99950766022,585.916664615251,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,13.068773188444258,0.05445322161851775,0.653438659422213,0.8607174454852953,0.043035872274264766,0.3022630088645921,2.16182146097454,0.007752989356188731,0.5374271104010577,0.0292646375464684,0.05445322161851774,0.4625728895989422,0.5374271104010577,1.1618214609745403,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,41.97,2021-06-21,2021-06-21,2022-08-01,2021-06-22,2026-07-01,Normal,2021-06-21,298,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,120000.0,163822.12591841383,43822.12591841383,2730.3687653068973,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,,,,,,,0.3651843826534486,0.07303687653068971,,3.7383427317837317,0.022753073044224144,0.7325017870892605,,,0.26749821291073944,0.7325017870892605,2.7383427317837317,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,41.06,2020-09-21,2020-09-21,2022-09-05,2021-06-10,2029-06-05,Normal,2020-09-21,25,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,250000.0,410115.8327283212,160115.8327283212,4272.039924253346,AMORT,Monthly,1,Stamp Duty,13.5,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,,,,,,,0.6404633309132848,0.0800579163641606,,2.561369639342232,0.017088159697013383,0.6095838786248737,,,0.3904161213751262,0.6095838786248738,1.5613696393422318,PDO
Port Said,Port Said,EG,EG,National ID,Privilege,Professionals,Freelancer,Private business,M,MR,50.1,2023-05-16,2023-05-16,2023-10-28,2023-05-21,2026-05-19,Normal,2023-05-16,627,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,B,36,450000.0,610336.0908463048,160336.09084630478,16953.780301286242,AMORT,Demand,0,NO CHARGE,21.0,Personal Loan,Secured Personal Loans,NO RESTRICTION,,,MARRIED,,,,0.35630242410289953,0.1187674747009665,,3.8066045369121646,0.03767506733619165,0.7372986896056247,,,0.26270131039437533,0.7372986896056246,2.8066045369121646,CUR
Dakahlia,Dakahlia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Plumber,Salary,M,MR,50.36,2021-03-15,2021-03-15,2024-07-01,2023-08-30,2033-09-01,Normal,2021-03-15,200,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,120,41000.0,93456.48753926127,52456.48753926129,778.8040628271774,AMORT,Demand,1,Stamp Duty,19.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,ID Update Needed,,,,,,,1.2794265253478363,0.12794265253478362,,1.7816001780392436,0.018995221044565302,0.4387068365133647,,,0.5612931634866355,0.4387068365133647,0.7816001780392439,CUR
Menoufia,Menoufia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Retired,Other,M,MR,53.7,2022-08-31,2022-08-31,2024-07-01,2022-09-05,2032-09-01,Normal,2022-08-31,734,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,120,439000.0,874269.2675889549,435269.2675889549,7285.577229907957,AMORT,Demand,1,Stamp Duty,15.75,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,,,,,,0.9915017484942025,0.09915017484942025,,2.0085710907910186,0.016595847904118353,0.5021336289341004,,,0.4978663710658996,0.5021336289341004,1.0085710907910186,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,41.84,2020-12-30,2020-12-30,2022-12-15,2021-03-24,2028-03-15,Normal,2020-12-30,125,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,153000.0,233803.112958466,80803.112958466,2783.3703923626904,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,12500.0,,,18.70424903667728,0.22266963138901524,2.6720355766681827,0.5281249212971634,0.07544641732816619,0.9234641480967543,2.8934914064343573,0.018191963348775753,0.654396761719677,0.1457142857142857,0.22266963138901524,0.34560323828032297,0.654396761719677,1.893491406434357,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,MRS,37.38,2021-01-18,2021-02-17,2022-12-15,2021-02-22,2026-02-15,Normal,2021-02-17,174,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,65000.0,88736.98487247416,23736.98487247416,1478.9497478745693,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,8333.0,,,10.64886413926247,0.17748106898770782,2.129772827852494,0.3651843826534486,0.07303687653068973,0.5697104253563942,3.738342731783731,0.022753073044224144,0.7325017870892605,0.13000520020800832,0.17748106898770782,0.2674982129107395,0.7325017870892605,2.738342731783731,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,40.98,2021-02-18,2021-02-18,2022-12-01,2021-02-25,2028-03-01,Normal,2021-02-18,175,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,500000.0,764062.4606485816,264062.4606485816,9095.981674387876,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,58333.0,,,13.098288458481163,0.15593200545810906,1.8711840654973089,0.5281249212971633,0.07544641732816618,0.6466872724544098,2.8934914064343573,0.018191963348775753,0.6543967617196771,0.10204139942024158,0.15593200545810906,0.3456032382803229,0.6543967617196771,1.8934914064343575,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,57.7,2017-11-12,2017-11-12,2022-09-29,2021-08-08,2026-05-01,Normal,2017-11-12,-1019,5,LOW,Low Risk Customer,Substandard,EGP,A,60,190000.0,265258.059683019,75258.059683019,4420.96766138365,AMORT,Customized Repayment Scheduele,1,Stamp Duty,14.000000000000002,Personal Loan,Per-Loan sal-inst-tr Group deals,KYC Update Needed,,SEPARATE,,,,,0.3960950509632579,0.07921901019265158,,3.524646540188054,0.02326825084938763,0.7162836078460662,,,0.28371639215393385,0.7162836078460662,2.524646540188054,CUR
Red Sea,Red Sea,EG,EG,Passport,Privilege,"Others (Goodwife, Non Adult ...)",Retired,Other,M,MESSRS,59.72,2021-06-21,2021-06-21,2023-11-13,2022-07-04,2029-07-01,Normal,2021-06-21,-67,4,MEDIUM,with valid work permit,Non-Borrower,EGP,A,84,1647000.0,2573574.3286309345,926574.3286309344,30637.789626558744,AMORT,Demand,0,NO CHARGE,13.750000000000002,Personal Loan,Secured Personal Loans,KYC Update Needed,,,,,,,0.5625830774929778,0.08036901107042539,,2.7775152506475496,0.018602179493964022,0.6399659732680639,,,0.3600340267319361,0.6399659732680638,1.7775152506475493,PDO
Giza,Giza,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,F,MS,53.08,2017-07-19,2017-07-19,2023-06-27,2021-06-29,2028-06-25,Special,2022-08-11,714,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,1500000.0,2043246.4748982613,543246.4748982617,24324.36279640788,AMORT,Monthly,1,Stamp Duty,9.25,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,SINGLE,,,,0.36216431659884113,0.051737759514120164,,3.761177604108553,0.01621624186427192,0.734125823011484,,,0.265874176988516,0.7341258230114842,2.761177604108554,CUR
Giza,Giza,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,35.23,2021-08-25,2021-08-25,2023-06-27,2021-08-31,2028-09-01,Normal,2021-08-25,363,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,225000.0,372706.8816545652,147706.88165456522,4436.986686363872,AMORT,Monthly,1,Admin Charge on LD Retail,15.75,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,16666.0,,,22.363307431571176,0.26622985037584734,3.194758204510168,0.6564750295758455,0.09378214708226364,1.2661096299957588,2.5232871852659944,0.019719940828283874,0.6036915631961313,0.16072071454286743,0.26622985037584734,0.3963084368038687,0.6036915631961314,1.5232871852659944,CUR
Sohag,Sohag,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,40.61,2021-10-18,2021-10-18,2022-12-15,2021-10-19,2028-10-15,Normal,2021-10-18,417,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,245000.0,405836.3822460821,160836.38224608212,4831.385502929549,AMORT,Monthly,1,Admin Charge on LD Retail,15.75,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,,,,,,,0.6564750295758454,0.09378214708226362,,2.5232871852659944,0.019719940828283874,0.6036915631961313,,,0.3963084368038687,0.6036915631961314,1.5232871852659944,CUR
Qalyubia,Qalyubia,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,51.49,2020-12-17,2020-12-17,2022-06-30,2020-12-27,2025-10-01,Normal,2020-12-17,112,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,62,43000.0,62048.740362938326,19048.74036293833,1000.786134886102,AMORT,Customized Repayment Scheduele,1,Stamp Duty,15.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,12500.0,JOINT,,4.963899229035066,0.08006289079088816,0.9607546894906579,0.44299396192879836,0.0857407668249287,0.29494823787775476,3.2573671109330564,0.023274096160141908,0.693003592796283,0.05548387096774193,0.08006289079088816,0.30699640720371707,0.693003592796283,2.2573671109330564,CUR
Dakahlia,Dakahlia,EG,EG,National ID,Thahabi,Professionals,Freelancer,Private business,M,MR,46.62,2022-01-10,2022-01-10,2023-11-09,2022-01-11,2027-01-09,Normal,2022-01-10,501,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,270000.0,368599.7833164311,98599.7833164311,6143.329721940519,AMORT,Demand,1,Statement Charge for LD,13.0,Personal Loan,Secured Personal Loans,NO RESTRICTION,,,,,,,0.36518438265344855,0.0730368765306897,,3.738342731783732,0.022753073044224147,0.7325017870892605,,,0.26749821291073944,0.7325017870892606,2.738342731783732,PDO
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,31.74,2021-02-11,2021-02-11,2022-11-15,2021-02-18,2026-02-15,Normal,2021-02-11,168,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,150000.0,204777.6573980173,54777.6573980173,3412.9609566336217,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,,,,,,,0.36518438265344866,0.07303687653068973,,3.738342731783731,0.022753073044224144,0.7325017870892605,,,0.2674982129107395,0.7325017870892605,2.738342731783731,CUR
Kuwait,Kuwait,KW,FGN,Passport,Privilege,"Others (Goodwife, Non Adult ...)",Retired,Other,M,MR,75.89,2022-09-20,2022-09-20,2023-11-09,2022-09-28,2025-09-26,Normal,2022-09-20,389,4,MEDIUM,High-Low,Non-Borrower,EGP,B,36,900000.0,1131106.0651061705,231106.06510617048,31419.612919615847,AMORT,Demand,0,NO CHARGE,15.5,Personal Loan,Secured Personal Loans,NO RESTRICTION,,,,,,,0.2567845167846339,0.08559483892821129,,4.8943157964570885,0.034910681021795384,0.7956813492247715,,,0.20431865077522848,0.7956813492247715,3.894315796457088,PDO
Giza,Giza,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,MRS,46.22,2022-01-31,2022-01-31,2023-10-10,2022-01-31,2029-02-10,Normal,2022-01-31,522,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,570000.0,944190.766858232,374190.7668582319,11240.366272121808,AMORT,Demand,1,Statement Charge for LD,15.75,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,25000.0,,,37.767630674329276,0.4496146508848723,5.395375810618468,0.6564750295758455,0.09378214708226364,2.138232953475611,2.5232871852659944,0.019719940828283874,0.6036915631961313,0.2714285714285714,0.44961465088487235,0.3963084368038687,0.6036915631961313,1.5232871852659944,CUR
Giza,Giza,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,39.75,2021-02-09,2021-02-09,2023-10-10,2021-02-14,2028-02-10,Normal,2021-02-09,166,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,660000.0,1008562.4480561278,348562.44805612776,12006.695810191995,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,3000.0,,,336.1874826853759,4.002231936730666,48.02678324076798,0.5281249212971633,0.07544641732816618,16.59821181219656,2.8934914064343573,0.01819196334877575,0.6543967617196771,2.619047619047619,4.002231936730666,0.34560323828032297,0.6543967617196771,1.8934914064343573,CUR
